;Method;nselected;tn;fn;fp;tp;data.i;sensitivity;specificity;false.pos.rate;false.neg.rate;false.disc.rate;false.omit.rate;expo;ICC
tot.31451;Raw.sPLS;6;492;2;3;3;58;60;99,4;0,6;40;50;0,4;5;1
tot.31461;Raw.sNPLS;3;494;3;1;2;58;40;99,8;0,2;60;33,3;0,6;5;1
tot.31471;Raw.MMPC;10;488;2;7;3;58;60;98,6;1,4;40;70;0,4;5;1
tot.31481;Raw.DSA;2;495;3;0;2;58;40;100;0;60;0;0,6;5;1
tot.31491;Av.ExWAS.none;54;446;0;49;5;58;100;90,1;9,9;0;90,7;0;5;1
tot.31501;Av.ExWAS.MLM.none;4;492;4;3;1;58;20;99,4;0,6;80;75;0,8;5;1
tot.31511;Av.Exwas.bon;9;488;3;7;2;58;40;98,6;1,4;60;77,8;0,6;5;1
tot.31521;Av.Exwas.MLM.bon;2;495;3;0;2;58;40;100;0;60;0;0,6;5;1
tot.31531;Av.ExWAS.bh;20;478;2;17;3;58;60;96,6;3,4;40;85;0,4;5;1
tot.31541;Av.ExWAS.MLM.bh;4;494;2;1;3;58;60;99,8;0,2;40;25;0,4;5;1
tot.31551;Av.ExWAS.by;9;488;3;7;2;58;40;98,6;1,4;60;77,8;0,6;5;1
tot.31561;Av.ExWAS.MLM.by;2;495;3;0;2;58;40;100;0;60;0;0,6;5;1
tot.31571;Av.ENET.min;7;490;3;5;2;58;40;99;1;60;71,4;0,6;5;1
tot.31581;Av.ENET.opt;0;495;5;0;0;58;0;100;0;100;0;1;5;1
tot.31591;Av.sPLS;2;494;4;1;1;58;20;99,8;0,2;80;50;0,8;5;1
tot.31601;Av.MMPC;6;492;2;3;3;58;60;99,4;0,6;40;50;0,4;5;1
tot.31611;Av.DSA;3;493;4;2;1;58;20;99,6;0,4;80;66,7;0,8;5;1
tot.31621;DLNMpen.none;49;449;2;46;3;58;60;90,7;9,3;40;93,9;0,4;5;1
tot.31631;DLNMpen.bonf;4;493;3;2;2;58;40;99,6;0,4;60;50;0,6;5;1
tot.31641;DLNMpen.bh;13;485;2;10;3;58;60;98;2;40;76,9;0,4;5;1
tot.31651;DLNMpen.by;4;493;3;2;2;58;40;99,6;0,4;60;50;0,6;5;1
tot.31661;DLNMselect.none;16;481;3;14;2;58;40;97,2;2,8;60;87,5;0,6;5;1
tot.31671;DLNMselect.bonf;3;492;5;3;0;58;0;99,4;0,6;100;100;1;5;1
tot.31681;DLNMselect.bh;4;491;5;4;0;58;0;99,2;0,8;100;100;1;5;1
tot.31691;DLNMselect.by;0;495;5;0;0;58;0;100;0;100;0;1;5;1
tot.31701;DLNMselectback.none;14;484;2;11;3;58;60;97,8;2,2;40;78,6;0,4;5;1
tot.31711;DLNMselectback.bonf;3;492;5;3;0;58;0;99,4;0,6;100;100;1;5;1
tot.31721;DLNMselectback.bh;5;491;4;4;1;58;20;99,2;0,8;80;80;0,8;5;1
tot.31731;DLNMselectback.by;0;495;5;0;0;58;0;100;0;100;0;1;5;1
tot.31741;DLNMselectforward.none;23;475;2;20;3;58;60;96;4;40;87;0,4;5;1
tot.31751;DLNMselectforward.bonf;7;490;3;5;2;58;40;99;1;60;71,4;0,6;5;1
tot.31761;DLNMselectforward.bh;23;475;2;20;3;58;60;96;4;40;87;0,4;5;1
tot.31771;DLNMselectforward.by;15;483;2;12;3;58;60;97,6;2,4;40;80;0,4;5;1
tot.31781;Av.DLNMpen.none;23;475;2;20;3;58;60;96;4;40;87;0,4;5;1
tot.31791;Av.DLNMpen.bonf;12;486;2;9;3;58;60;98,2;1,8;40;75;0,4;5;1
tot.31801;Av.DLNMpen.bh;18;480;2;15;3;58;60;97;3;40;83,3;0,4;5;1
tot.31811;Av.DLNMpen.by;13;485;2;10;3;58;60;98;2;40;76,9;0,4;5;1
tot.31821;Av.DLNMselect.none;9;489;2;6;3;58;60;98,8;1,2;40;66,7;0,4;5;1
tot.31831;Av.DLNMselect.bonf;2;494;4;1;1;58;20;99,8;0,2;80;50;0,8;5;1
tot.31841;Av.DLNMselect.bh;9;489;2;6;3;58;60;98,8;1,2;40;66,7;0,4;5;1
tot.31851;Av.DLNMselect.by;5;491;4;4;1;58;20;99,2;0,8;80;80;0,8;5;1
tot.31861;Av.DLNMselectback.none;15;483;2;12;3;58;60;97,6;2,4;40;80;0,4;5;1
tot.31871;Av.DLNMselectback.bonf;6;490;4;5;1;58;20;99;1;80;83,3;0,8;5;1
tot.31881;Av.DLNMselectback.bh;15;483;2;12;3;58;60;97,6;2,4;40;80;0,4;5;1
tot.31891;Av.DLNMselectback.by;13;485;2;10;3;58;60;98;2;40;76,9;0,4;5;1
tot.31901;Raw.ExWAS.none;57;443;0;52;5;59;100;89,5;10,5;0;91,2;0;5;1
tot.31911;Raw.ExWAS.MLM.none;15;483;2;12;3;59;60;97,6;2,4;40;80;0,4;5;1
tot.31921;Raw.Exwas.bon;4;492;4;3;1;59;20;99,4;0,6;80;75;0,8;5;1
tot.31931;Raw.Exwas.MLM.bon;3;493;4;2;1;59;20;99,6;0,4;80;66,7;0,8;5;1
tot.31941;Raw.ExWAS.bh;10;487;3;8;2;59;40;98,4;1,6;60;80;0,6;5;1
tot.31951;Raw.ExWAS.MLM.bh;5;491;4;4;1;59;20;99,2;0,8;80;80;0,8;5;1
tot.31961;Raw.ExWAS.by;2;494;4;1;1;59;20;99,8;0,2;80;50;0,8;5;1
tot.31971;Raw.ExWAS.MLM.by;2;494;4;1;1;59;20;99,8;0,2;80;50;0,8;5;1
tot.31981;Raw.ENET.min;36;464;0;31;5;59;100;93,7;6,3;0;86,1;0;5;1
tot.31991;Raw.ENET.opt;0;495;5;0;0;59;0;100;0;100;0;1;5;1
tot.32001;Raw.sPLS;24;476;0;19;5;59;100;96,2;3,8;0;79,2;0;5;1
tot.32011;Raw.sNPLS;20;479;1;16;4;59;80;96,8;3,2;20;80;0,2;5;1
tot.32021;Raw.MMPC;13;485;2;10;3;59;60;98;2;40;76,9;0,4;5;1
tot.32031;Raw.DSA;0;495;5;0;0;59;0;100;0;100;0;1;5;1
tot.32041;Av.ExWAS.none;39;459;2;36;3;59;60;92,7;7,3;40;92,3;0,4;5;1
tot.32051;Av.ExWAS.MLM.none;2;494;4;1;1;59;20;99,8;0,2;80;50;0,8;5;1
tot.32061;Av.Exwas.bon;0;495;5;0;0;59;0;100;0;100;0;1;5;1
tot.32071;Av.Exwas.MLM.bon;0;495;5;0;0;59;0;100;0;100;0;1;5;1
tot.32081;Av.ExWAS.bh;9;488;3;7;2;59;40;98,6;1,4;60;77,8;0,6;5;1
tot.32091;Av.ExWAS.MLM.bh;2;494;4;1;1;59;20;99,8;0,2;80;50;0,8;5;1
tot.32104;Av.ExWAS.by;0;495;5;0;0;59;0;100;0;100;0;1;5;1
tot.32111;Av.ExWAS.MLM.by;0;495;5;0;0;59;0;100;0;100;0;1;5;1
tot.32121;Av.ENET.min;20;478;2;17;3;59;60;96,6;3,4;40;85;0,4;5;1
tot.32131;Av.ENET.opt;0;495;5;0;0;59;0;100;0;100;0;1;5;1
tot.32141;Av.sPLS;13;484;3;11;2;59;40;97,8;2,2;60;84,6;0,6;5;1
tot.32151;Av.MMPC;6;491;3;4;2;59;40;99,2;0,8;60;66,7;0,6;5;1
tot.32161;Av.DSA;0;495;5;0;0;59;0;100;0;100;0;1;5;1
tot.32171;DLNMpen.none;40;460;0;35;5;59;100;92,9;7,1;0;87,5;0;5;1
tot.32181;DLNMpen.bonf;1;495;4;0;1;59;20;100;0;80;0;0,8;5;1
tot.32191;DLNMpen.bh;1;495;4;0;1;59;20;100;0;80;0;0,8;5;1
tot.32201;DLNMpen.by;0;495;5;0;0;59;0;100;0;100;0;1;5;1
tot.32211;DLNMselect.none;24;473;3;22;2;59;40;95,6;4,4;60;91,7;0,6;5;1
tot.32221;DLNMselect.bonf;3;493;4;2;1;59;20;99,6;0,4;80;66,7;0,8;5;1
tot.32231;DLNMselect.bh;9;487;4;8;1;59;20;98,4;1,6;80;88,9;0,8;5;1
tot.32241;DLNMselect.by;0;495;5;0;0;59;0;100;0;100;0;1;5;1
tot.32251;DLNMselectback.none;20;477;3;18;2;59;40;96,4;3,6;60;90;0,6;5;1
tot.32261;DLNMselectback.bonf;3;493;4;2;1;59;20;99,6;0,4;80;66,7;0,8;5;1
tot.32271;DLNMselectback.bh;6;490;4;5;1;59;20;99;1;80;83,3;0,8;5;1
tot.32281;DLNMselectback.by;0;495;5;0;0;59;0;100;0;100;0;1;5;1
tot.32291;DLNMselectforward.none;18;480;2;15;3;59;60;97;3;40;83,3;0,4;5;1
tot.32301;DLNMselectforward.bonf;9;488;3;7;2;59;40;98,6;1,4;60;77,8;0,6;5;1
tot.32311;DLNMselectforward.bh;18;480;2;15;3;59;60;97;3;40;83,3;0,4;5;1
tot.32321;DLNMselectforward.by;9;488;3;7;2;59;40;98,6;1,4;60;77,8;0,6;5;1
tot.32331;Av.DLNMpen.none;23;475;2;20;3;59;60;96;4;40;87;0,4;5;1
tot.32341;Av.DLNMpen.bonf;5;492;3;3;2;59;40;99,4;0,6;60;60;0,6;5;1
tot.32351;Av.DLNMpen.bh;23;475;2;20;3;59;60;96;4;40;87;0,4;5;1
tot.32361;Av.DLNMpen.by;14;483;3;12;2;59;40;97,6;2,4;60;85,7;0,6;5;1
tot.32371;Av.DLNMselect.none;9;488;3;7;2;59;40;98,6;1,4;60;77,8;0,6;5;1
tot.32381;Av.DLNMselect.bonf;0;495;5;0;0;59;0;100;0;100;0;1;5;1
tot.32391;Av.DLNMselect.bh;5;492;3;3;2;59;40;99,4;0,6;60;60;0,6;5;1
tot.32401;Av.DLNMselect.by;0;495;5;0;0;59;0;100;0;100;0;1;5;1
tot.32411;Av.DLNMselectback.none;10;487;3;8;2;59;40;98,4;1,6;60;80;0,6;5;1
tot.32421;Av.DLNMselectback.bonf;4;493;3;2;2;59;40;99,6;0,4;60;50;0,6;5;1
tot.32431;Av.DLNMselectback.bh;10;487;3;8;2;59;40;98,4;1,6;60;80;0,6;5;1
tot.32441;Av.DLNMselectback.by;5;492;3;3;2;59;40;99,4;0,6;60;60;0,6;5;1
tot.32451;Raw.ExWAS.none;61;439;0;56;5;60;100;88,7;11,3;0;91,8;0;5;1
tot.32461;Raw.ExWAS.MLM.none;10;488;2;7;3;60;60;98,6;1,4;40;70;0,4;5;1
tot.32471;Raw.Exwas.bon;1;495;4;0;1;60;20;100;0;80;0;0,8;5;1
tot.32481;Raw.Exwas.MLM.bon;1;495;4;0;1;60;20;100;0;80;0;0,8;5;1
tot.32491;Raw.ExWAS.bh;8;491;1;4;4;60;80;99,2;0,8;20;50;0,2;5;1
tot.32501;Raw.ExWAS.MLM.bh;5;494;1;1;4;60;80;99,8;0,2;20;20;0,2;5;1
tot.32511;Raw.ExWAS.by;0;495;5;0;0;60;0;100;0;100;0;1;5;1
tot.32521;Raw.ExWAS.MLM.by;0;495;5;0;0;60;0;100;0;100;0;1;5;1
tot.32531;Raw.ENET.min;23;477;0;18;5;60;100;96,4;3,6;0;78,3;0;5;1
tot.32541;Raw.ENET.opt;0;495;5;0;0;60;0;100;0;100;0;1;5;1
tot.32551;Raw.sPLS;15;485;0;10;5;60;100;98;2;0;66,7;0;5;1
tot.32561;Raw.sNPLS;40;459;1;36;4;60;80;92,7;7,3;20;90;0,2;5;1
tot.32571;Raw.MMPC;10;489;1;6;4;60;80;98,8;1,2;20;60;0,2;5;1
tot.32581;Raw.DSA;0;495;5;0;0;60;0;100;0;100;0;1;5;1
tot.32591;Av.ExWAS.none;46;454;0;41;5;60;100;91,7;8,3;0;89,1;0;5;1
tot.32601;Av.ExWAS.MLM.none;3;495;2;0;3;60;60;100;0;40;0;0,4;5;1
tot.32611;Av.Exwas.bon;0;495;5;0;0;60;0;100;0;100;0;1;5;1
tot.32621;Av.Exwas.MLM.bon;0;495;5;0;0;60;0;100;0;100;0;1;5;1
tot.32631;Av.ExWAS.bh;0;495;5;0;0;60;0;100;0;100;0;1;5;1
tot.32641;Av.ExWAS.MLM.bh;0;495;5;0;0;60;0;100;0;100;0;1;5;1
tot.32651;Av.ExWAS.by;0;495;5;0;0;60;0;100;0;100;0;1;5;1
tot.32661;Av.ExWAS.MLM.by;0;495;5;0;0;60;0;100;0;100;0;1;5;1
tot.32671;Av.ENET.min;34;466;0;29;5;60;100;94,1;5,9;0;85,3;0;5;1
tot.32681;Av.ENET.opt;0;495;5;0;0;60;0;100;0;100;0;1;5;1
tot.32691;Av.sPLS;100;400;0;95;5;60;100;80,8;19,2;0;95;0;5;1
tot.32701;Av.MMPC;6;493;1;2;4;60;80;99,6;0,4;20;33,3;0,2;5;1
tot.32711;Av.DSA;1;495;4;0;1;60;20;100;0;80;0;0,8;5;1
tot.32721;DLNMpen.none;30;468;2;27;3;60;60;94,5;5,5;40;90;0,4;5;1
tot.32731;DLNMpen.bonf;0;495;5;0;0;60;0;100;0;100;0;1;5;1
tot.32741;DLNMpen.bh;0;495;5;0;0;60;0;100;0;100;0;1;5;1
tot.32751;DLNMpen.by;0;495;5;0;0;60;0;100;0;100;0;1;5;1
tot.32761;DLNMselect.none;25;472;3;23;2;60;40;95,4;4,6;60;92;0,6;5;1
tot.32771;DLNMselect.bonf;9;488;3;7;2;60;40;98,6;1,4;60;77,8;0,6;5;1
tot.32781;DLNMselect.bh;9;488;3;7;2;60;40;98,6;1,4;60;77,8;0,6;5;1
tot.32791;DLNMselect.by;0;495;5;0;0;60;0;100;0;100;0;1;5;1
tot.32801;DLNMselectback.none;20;478;2;17;3;60;60;96,6;3,4;40;85;0,4;5;1
tot.32811;DLNMselectback.bonf;7;490;3;5;2;60;40;99;1;60;71,4;0,6;5;1
tot.32821;DLNMselectback.bh;7;490;3;5;2;60;40;99;1;60;71,4;0,6;5;1
tot.32831;DLNMselectback.by;0;495;5;0;0;60;0;100;0;100;0;1;5;1
tot.32841;DLNMselectforward.none;23;475;2;20;3;60;60;96;4;40;87;0,4;5;1
tot.32851;DLNMselectforward.bonf;13;485;2;10;3;60;60;98;2;40;76,9;0,4;5;1
tot.32861;DLNMselectforward.bh;23;475;2;20;3;60;60;96;4;40;87;0,4;5;1
tot.32871;DLNMselectforward.by;18;480;2;15;3;60;60;97;3;40;83,3;0,4;5;1
tot.32881;Av.DLNMpen.none;21;477;2;18;3;60;60;96,4;3,6;40;85,7;0,4;5;1
tot.32891;Av.DLNMpen.bonf;4;492;4;3;1;60;20;99,4;0,6;80;75;0,8;5;1
tot.32901;Av.DLNMpen.bh;21;477;2;18;3;60;60;96,4;3,6;40;85,7;0,4;5;1
tot.32911;Av.DLNMpen.by;14;484;2;11;3;60;60;97,8;2,2;40;78,6;0,4;5;1
tot.32921;Av.DLNMselect.none;12;486;2;9;3;60;60;98,2;1,8;40;75;0,4;5;1
tot.32931;Av.DLNMselect.bonf;0;495;5;0;0;60;0;100;0;100;0;1;5;1
tot.32941;Av.DLNMselect.bh;12;486;2;9;3;60;60;98,2;1,8;40;75;0,4;5;1
tot.32951;Av.DLNMselect.by;0;495;5;0;0;60;0;100;0;100;0;1;5;1
tot.32961;Av.DLNMselectback.none;11;487;2;8;3;60;60;98,4;1,6;40;72,7;0,4;5;1
tot.32971;Av.DLNMselectback.bonf;8;489;3;6;2;60;40;98,8;1,2;60;75;0,6;5;1
tot.32981;Av.DLNMselectback.bh;11;487;2;8;3;60;60;98,4;1,6;40;72,7;0,4;5;1
tot.32991;Av.DLNMselectback.by;11;487;2;8;3;60;60;98,4;1,6;40;72,7;0,4;5;1
tot.33001;Raw.ExWAS.none;45;454;1;41;4;61;80;91,7;8,3;20;91,1;0,2;5;1
tot.33011;Raw.ExWAS.MLM.none;7;491;2;4;3;61;60;99,2;0,8;40;57,1;0,4;5;1
tot.33021;Raw.Exwas.bon;4;493;3;2;2;61;40;99,6;0,4;60;50;0,6;5;1
tot.33031;Raw.Exwas.MLM.bon;1;495;4;0;1;61;20;100;0;80;0;0,8;5;1
tot.33041;Raw.ExWAS.bh;11;488;1;7;4;61;80;98,6;1,4;20;63,6;0,2;5;1
tot.33051;Raw.ExWAS.MLM.bh;4;494;2;1;3;61;60;99,8;0,2;40;25;0,4;5;1
tot.33061;Raw.ExWAS.by;4;493;3;2;2;61;40;99,6;0,4;60;50;0,6;5;1
tot.33071;Raw.ExWAS.MLM.by;1;495;4;0;1;61;20;100;0;80;0;0,8;5;1
tot.33081;Raw.ENET.min;20;479;1;16;4;61;80;96,8;3,2;20;80;0,2;5;1
tot.33091;Raw.ENET.opt;0;495;5;0;0;61;0;100;0;100;0;1;5;1
tot.33104;Raw.sPLS;5;493;2;2;3;61;60;99,6;0,4;40;40;0,4;5;1
tot.33111;Raw.sNPLS;6;491;3;4;2;61;40;99,2;0,8;60;66,7;0,6;5;1
tot.33121;Raw.MMPC;7;491;2;4;3;61;60;99,2;0,8;40;57,1;0,4;5;1
tot.33131;Raw.DSA;8;490;2;5;3;61;60;99;1;40;62,5;0,4;5;1
tot.33141;Av.ExWAS.none;28;470;2;25;3;61;60;94,9;5,1;40;89,3;0,4;5;1
tot.33151;Av.ExWAS.MLM.none;2;494;4;1;1;61;20;99,8;0,2;80;50;0,8;5;1
tot.33161;Av.Exwas.bon;5;491;4;4;1;61;20;99,2;0,8;80;80;0,8;5;1
tot.33171;Av.Exwas.MLM.bon;0;495;5;0;0;61;0;100;0;100;0;1;5;1
tot.33181;Av.ExWAS.bh;14;483;3;12;2;61;40;97,6;2,4;60;85,7;0,6;5;1
tot.33191;Av.ExWAS.MLM.bh;2;494;4;1;1;61;20;99,8;0,2;80;50;0,8;5;1
tot.33201;Av.ExWAS.by;5;491;4;4;1;61;20;99,2;0,8;80;80;0,8;5;1
tot.33211;Av.ExWAS.MLM.by;0;495;5;0;0;61;0;100;0;100;0;1;5;1
tot.33221;Av.ENET.min;14;483;3;12;2;61;40;97,6;2,4;60;85,7;0,6;5;1
tot.33231;Av.ENET.opt;0;495;5;0;0;61;0;100;0;100;0;1;5;1
tot.33241;Av.sPLS;13;484;3;11;2;61;40;97,8;2,2;60;84,6;0,6;5;1
tot.33251;Av.MMPC;4;492;4;3;1;61;20;99,4;0,6;80;75;0,8;5;1
tot.33261;Av.DSA;4;493;3;2;2;61;40;99,6;0,4;60;50;0,6;5;1
tot.33271;DLNMpen.none;24;475;1;20;4;61;80;96;4;20;83,3;0,2;5;1
tot.33281;DLNMpen.bonf;1;495;4;0;1;61;20;100;0;80;0;0,8;5;1
tot.33291;DLNMpen.bh;1;495;4;0;1;61;20;100;0;80;0;0,8;5;1
tot.33301;DLNMpen.by;0;495;5;0;0;61;0;100;0;100;0;1;5;1
tot.33311;DLNMselect.none;19;481;0;14;5;61;100;97,2;2,8;0;73,7;0;5;1
tot.33321;DLNMselect.bonf;5;492;3;3;2;61;40;99,4;0,6;60;60;0,6;5;1
tot.33331;DLNMselect.bh;6;492;2;3;3;61;60;99,4;0,6;40;50;0,4;5;1
tot.33341;DLNMselect.by;5;492;3;3;2;61;40;99,4;0,6;60;60;0,6;5;1
tot.33351;DLNMselectback.none;14;484;2;11;3;61;60;97,8;2,2;40;78,6;0,4;5;1
tot.33361;DLNMselectback.bonf;3;494;3;1;2;61;40;99,8;0,2;60;33,3;0,6;5;1
tot.33371;DLNMselectback.bh;5;493;2;2;3;61;60;99,6;0,4;40;40;0,4;5;1
tot.33381;DLNMselectback.by;3;494;3;1;2;61;40;99,8;0,2;60;33,3;0,6;5;1
tot.33391;DLNMselectforward.none;16;482;2;13;3;61;60;97,4;2,6;40;81,2;0,4;5;1
tot.33401;DLNMselectforward.bonf;5;491;4;4;1;61;20;99,2;0,8;80;80;0,8;5;1
tot.33411;DLNMselectforward.bh;16;482;2;13;3;61;60;97,4;2,6;40;81,2;0,4;5;1
tot.33421;DLNMselectforward.by;5;491;4;4;1;61;20;99,2;0,8;80;80;0,8;5;1
tot.33431;Av.DLNMpen.none;11;487;2;8;3;61;60;98,4;1,6;40;72,7;0,4;5;1
tot.33441;Av.DLNMpen.bonf;5;493;2;2;3;61;60;99,6;0,4;40;40;0,4;5;1
tot.33451;Av.DLNMpen.bh;11;487;2;8;3;61;60;98,4;1,6;40;72,7;0,4;5;1
tot.33461;Av.DLNMpen.by;11;487;2;8;3;61;60;98,4;1,6;40;72,7;0,4;5;1
tot.33471;Av.DLNMselect.none;7;491;2;4;3;61;60;99,2;0,8;40;57,1;0,4;5;1
tot.33481;Av.DLNMselect.bonf;1;495;4;0;1;61;20;100;0;80;0;0,8;5;1
tot.33491;Av.DLNMselect.bh;7;491;2;4;3;61;60;99,2;0,8;40;57,1;0,4;5;1
tot.33501;Av.DLNMselect.by;5;493;2;2;3;61;60;99,6;0,4;40;40;0,4;5;1
tot.33511;Av.DLNMselectback.none;8;490;2;5;3;61;60;99;1;40;62,5;0,4;5;1
tot.33521;Av.DLNMselectback.bonf;4;493;3;2;2;61;40;99,6;0,4;60;50;0,6;5;1
tot.33531;Av.DLNMselectback.bh;8;490;2;5;3;61;60;99;1;40;62,5;0,4;5;1
tot.33541;Av.DLNMselectback.by;7;491;2;4;3;61;60;99,2;0,8;40;57,1;0,4;5;1
tot.33551;Raw.ExWAS.none;43;457;0;38;5;62;100;92,3;7,7;0;88,4;0;5;1
tot.33561;Raw.ExWAS.MLM.none;9;490;1;5;4;62;80;99;1;20;55,6;0,2;5;1
tot.33571;Raw.Exwas.bon;7;491;2;4;3;62;60;99,2;0,8;40;57,1;0,4;5;1
tot.33581;Raw.Exwas.MLM.bon;4;494;2;1;3;62;60;99,8;0,2;40;25;0,4;5;1
tot.33591;Raw.ExWAS.bh;14;485;1;10;4;62;80;98;2;20;71,4;0,2;5;1
tot.33601;Raw.ExWAS.MLM.bh;4;494;2;1;3;62;60;99,8;0,2;40;25;0,4;5;1
tot.33611;Raw.ExWAS.by;7;491;2;4;3;62;60;99,2;0,8;40;57,1;0,4;5;1
tot.33621;Raw.ExWAS.MLM.by;4;494;2;1;3;62;60;99,8;0,2;40;25;0,4;5;1
tot.33631;Raw.ENET.min;21;479;0;16;5;62;100;96,8;3,2;0;76,2;0;5;1
tot.33641;Raw.ENET.opt;0;495;5;0;0;62;0;100;0;100;0;1;5;1
tot.33651;Raw.sPLS;5;493;2;2;3;62;60;99,6;0,4;40;40;0,4;5;1
tot.33661;Raw.sNPLS;15;482;3;13;2;62;40;97,4;2,6;60;86,7;0,6;5;1
tot.33671;Raw.MMPC;8;491;1;4;4;62;80;99,2;0,8;20;50;0,2;5;1
tot.33681;Raw.DSA;5;493;2;2;3;62;60;99,6;0,4;40;40;0,4;5;1
tot.33691;Av.ExWAS.none;24;475;1;20;4;62;80;96;4;20;83,3;0,2;5;1
tot.33701;Av.ExWAS.MLM.none;6;492;2;3;3;62;60;99,4;0,6;40;50;0,4;5;1
tot.33711;Av.Exwas.bon;13;484;3;11;2;62;40;97,8;2,2;60;84,6;0,6;5;1
tot.33721;Av.Exwas.MLM.bon;2;494;4;1;1;62;20;99,8;0,2;80;50;0,8;5;1
tot.33731;Av.ExWAS.bh;15;483;2;12;3;62;60;97,6;2,4;40;80;0,4;5;1
tot.33741;Av.ExWAS.MLM.bh;3;494;3;1;2;62;40;99,8;0,2;60;33,3;0,6;5;1
tot.33751;Av.ExWAS.by;5;491;4;4;1;62;20;99,2;0,8;80;80;0,8;5;1
tot.33761;Av.ExWAS.MLM.by;1;495;4;0;1;62;20;100;0;80;0;0,8;5;1
tot.33771;Av.ENET.min;30;469;1;26;4;62;80;94,7;5,3;20;86,7;0,2;5;1
tot.33781;Av.ENET.opt;0;495;5;0;0;62;0;100;0;100;0;1;5;1
tot.33791;Av.sPLS;12;485;3;10;2;62;40;98;2;60;83,3;0,6;5;1
tot.33801;Av.MMPC;6;492;2;3;3;62;60;99,4;0,6;40;50;0,4;5;1
tot.33811;Av.DSA;3;493;4;2;1;62;20;99,6;0,4;80;66,7;0,8;5;1
tot.33821;DLNMpen.none;24;474;2;21;3;62;60;95,8;4,2;40;87,5;0,4;5;1
tot.33831;DLNMpen.bonf;6;492;2;3;3;62;60;99,4;0,6;40;50;0,4;5;1
tot.33841;DLNMpen.bh;7;491;2;4;3;62;60;99,2;0,8;40;57,1;0,4;5;1
tot.33851;DLNMpen.by;4;493;3;2;2;62;40;99,6;0,4;60;50;0,6;5;1
tot.33861;DLNMselect.none;24;474;2;21;3;62;60;95,8;4,2;40;87,5;0,4;5;1
tot.33871;DLNMselect.bonf;13;484;3;11;2;62;40;97,8;2,2;60;84,6;0,6;5;1
tot.33881;DLNMselect.bh;16;482;2;13;3;62;60;97,4;2,6;40;81,2;0,4;5;1
tot.33891;DLNMselect.by;15;482;3;13;2;62;40;97,4;2,6;60;86,7;0,6;5;1
tot.33901;DLNMselectback.none;26;472;2;23;3;62;60;95,4;4,6;40;88,5;0,4;5;1
tot.33911;DLNMselectback.bonf;10;488;2;7;3;62;60;98,6;1,4;40;70;0,4;5;1
tot.33921;DLNMselectback.bh;14;484;2;11;3;62;60;97,8;2,2;40;78,6;0,4;5;1
tot.33931;DLNMselectback.by;12;486;2;9;3;62;60;98,2;1,8;40;75;0,4;5;1
tot.33941;DLNMselectforward.none;24;474;2;21;3;62;60;95,8;4,2;40;87,5;0,4;5;1
tot.33951;DLNMselectforward.bonf;13;485;2;10;3;62;60;98;2;40;76,9;0,4;5;1
tot.33961;DLNMselectforward.bh;24;474;2;21;3;62;60;95,8;4,2;40;87,5;0,4;5;1
tot.33971;DLNMselectforward.by;16;482;2;13;3;62;60;97,4;2,6;40;81,2;0,4;5;1
tot.33981;Av.DLNMpen.none;10;488;2;7;3;62;60;98,6;1,4;40;70;0,4;5;1
tot.33991;Av.DLNMpen.bonf;7;491;2;4;3;62;60;99,2;0,8;40;57,1;0,4;5;1
tot.34001;Av.DLNMpen.bh;10;488;2;7;3;62;60;98,6;1,4;40;70;0,4;5;1
tot.34011;Av.DLNMpen.by;10;488;2;7;3;62;60;98,6;1,4;40;70;0,4;5;1
tot.34021;Av.DLNMselect.none;13;485;2;10;3;62;60;98;2;40;76,9;0,4;5;1
tot.34031;Av.DLNMselect.bonf;8;489;3;6;2;62;40;98,8;1,2;60;75;0,6;5;1
tot.34041;Av.DLNMselect.bh;13;485;2;10;3;62;60;98;2;40;76,9;0,4;5;1
tot.34051;Av.DLNMselect.by;13;485;2;10;3;62;60;98;2;40;76,9;0,4;5;1
tot.34061;Av.DLNMselectback.none;12;486;2;9;3;62;60;98,2;1,8;40;75;0,4;5;1
tot.34071;Av.DLNMselectback.bonf;12;486;2;9;3;62;60;98,2;1,8;40;75;0,4;5;1
tot.34081;Av.DLNMselectback.bh;12;486;2;9;3;62;60;98,2;1,8;40;75;0,4;5;1
tot.34091;Av.DLNMselectback.by;12;486;2;9;3;62;60;98,2;1,8;40;75;0,4;5;1
tot.34104;Raw.ExWAS.none;62;438;0;57;5;63;100;88,5;11,5;0;91,9;0;5;1
tot.34111;Raw.ExWAS.MLM.none;8;490;2;5;3;63;60;99;1;40;62,5;0,4;5;1
tot.34121;Raw.Exwas.bon;1;495;4;0;1;63;20;100;0;80;0;0,8;5;1
tot.34131;Raw.Exwas.MLM.bon;1;495;4;0;1;63;20;100;0;80;0;0,8;5;1
tot.34141;Raw.ExWAS.bh;1;495;4;0;1;63;20;100;0;80;0;0,8;5;1
tot.34151;Raw.ExWAS.MLM.bh;1;495;4;0;1;63;20;100;0;80;0;0,8;5;1
tot.34161;Raw.ExWAS.by;1;495;4;0;1;63;20;100;0;80;0;0,8;5;1
tot.34171;Raw.ExWAS.MLM.by;1;495;4;0;1;63;20;100;0;80;0;0,8;5;1
tot.34181;Raw.ENET.min;35;464;1;31;4;63;80;93,7;6,3;20;88,6;0,2;5;1
